TXN_9499313,JUICE,3.00,5,15.00,UNKNOWN,UNKNOWN,2023-03-02,USABLE
TXN_8201146,JUICE,3.00,5,15.00,CASH,UNKNOWN,2023-06-26,USABLE
TXN_8230936,CAKE,3.00,3,9.00,UNKNOWN,UNKNOWN,2023-05-02,USABLE
TXN_7742742,CAKE,3.00,5,15.00,UNKNOWN,TAKEAWAY,2023-09-05,USABLE
TXN_6342161,SALAD,5.00,5,25.00,UNKNOWN,TAKEAWAY,2023-01-08,USABLE
TXN_8914892,SALAD,5.00,5,25.00,DIGITAL WALLET,UNKNOWN,2023-03-15,USABLE
TXN_3363746,SMOOTHIE,4.00,3,12.00,CREDIT CARD,UNKNOWN,2023-11-25,USABLE
TXN_8614868,SMOOTHIE,4.00,5,20.00,DIGITAL WALLET,TAKEAWAY,2023-12-05,USABLE
TXN_5522862,COOKIE,1.00,2,2.00,CREDIT CARD,TAKEAWAY,2023-03-19,USABLE
TXN_3578141,CAKE,3.00,5,15.00,UNKNOWN,TAKEAWAY,2023-06-27,USABLE
TXN_2080895,CAKE,3.00,1,3.00,DIGITAL WALLET,IN-STORE,2023-04-19,USABLE
TXN_6421134,SANDWICH,4.00,4,16.00,CASH,TAKEAWAY,2023-11-03,USABLE
TXN_8813311,JUICE,3.00,5,15.00,UNKNOWN,IN-STORE,2023-10-07,USABLE
TXN_9023317,SALAD,5.00,1,5.00,UNKNOWN,UNKNOWN,2023-09-30,USABLE
TXN_2537617,SANDWICH,4.00,1,4.00,CASH,UNKNOWN,2023-05-27,USABLE
TXN_9099694,SALAD,5.00,3,15.00,UNKNOWN,TAKEAWAY,2023-11-18,USABLE
TXN_9230615,SMOOTHIE,4.00,4,16.00,DIGITAL WALLET,UNKNOWN,2023-06-01,USABLE
TXN_4987129,SANDWICH,4.00,3,12.00,UNKNOWN,IN-STORE,2023-10-20,USABLE
TXN_8501819,JUICE,3.00,2,6.00,CASH,UNKNOWN,2023-03-30,USABLE
TXN_3068204,COOKIE,1.00,1,1.00,CREDIT CARD,TAKEAWAY,2023-10-03,USABLE
TXN_8427104,SALAD,5.00,2,10.00,UNKNOWN,IN-STORE,2023-10-27,USABLE
TXN_2621580,TEA,1.50,2,3.00,CASH,IN-STORE,2023-03-22,USABLE
TXN_4726376,CAKE,3.00,2,6.00,CREDIT CARD,IN-STORE,2023-01-31,USABLE
TXN_6044979,COOKIE,1.00,1,1.00,CASH,IN-STORE,2023-12-08,USABLE
TXN_4238417,SALAD,5.00,2,10.00,UNKNOWN,UNKNOWN,2023-06-19,USABLE
TXN_1900620,SMOOTHIE,4.00,2,8.00,CREDIT CARD,UNKNOWN,2023-12-14,USABLE
TXN_6420335,COFFEE,2.00,1,2.00,CASH,TAKEAWAY,2023-07-16,USABLE
TXN_3858209,SANDWICH,4.00,4,16.00,CASH,UNKNOWN,2023-02-22,USABLE
TXN_2091733,SALAD,5.00,1,5.00,UNKNOWN,IN-STORE,NULL,USABLE
TXN_8735480,TEA,1.50,5,7.50,CASH,UNKNOWN,2023-06-02,USABLE
TXN_3829165,JUICE,3.00,4,12.00,CASH,IN-STORE,2023-06-15,USABLE
TXN_3748616,COFFEE,2.00,2,4.00,CREDIT CARD,IN-STORE,2023-12-09,USABLE
TXN_1993289,SANDWICH,4.00,2,8.00,UNKNOWN,IN-STORE,2023-04-18,USABLE
TXN_2123367,COOKIE,1.00,2,2.00,UNKNOWN,UNKNOWN,2023-11-07,USABLE
TXN_5266394,CAKE,3.00,3,9.00,CASH,IN-STORE,2023-10-28,USABLE
TXN_5107946,CAKE,3.00,4,12.00,CREDIT CARD,UNKNOWN,2023-12-22,USABLE
TXN_8035512,TEA,1.50,3,4.50,CASH,UNKNOWN,2023-10-29,USABLE
TXN_8718498,CAKE,3.00,5,15.00,CREDIT CARD,UNKNOWN,2023-04-30,USABLE
TXN_3955361,COOKIE,1.00,5,5.00,UNKNOWN,TAKEAWAY,2023-04-02,USABLE
TXN_9487821,SALAD,5.00,1,5.00,DIGITAL WALLET,TAKEAWAY,2023-05-24,USABLE
TXN_4132730,COOKIE,1.00,5,5.00,UNKNOWN,IN-STORE,2023-03-12,USABLE
TXN_8976658,TEA,1.50,2,3.00,CREDIT CARD,IN-STORE,2023-08-16,USABLE
TXN_2725602,JUICE,3.00,5,15.00,CREDIT CARD,UNKNOWN,2023-09-10,USABLE
TXN_3011323,COFFEE,2.00,3,6.00,CREDIT CARD,UNKNOWN,2023-03-07,USABLE
TXN_6289610,JUICE,3.00,3,9.00,CASH,TAKEAWAY,2023-08-07,USABLE
TXN_8268061,SALAD,5.00,3,15.00,UNKNOWN,TAKEAWAY,2023-08-20,USABLE
TXN_5220895,SALAD,5.00,5,25.00,CASH,IN-STORE,2023-06-10,USABLE
TXN_3085509,COFFEE,2.00,4,8.00,DIGITAL WALLET,IN-STORE,2023-04-15,USABLE
TXN_9999113,JUICE,3.00,4,12.00,CASH,TAKEAWAY,2023-05-27,USABLE
TXN_8779771,COFFEE,2.00,4,8.00,CASH,IN-STORE,2023-07-25,USABLE
TXN_9517146,SALAD,5.00,5,25.00,CASH,TAKEAWAY,2023-10-30,USABLE
TXN_1621920,SALAD,5.00,3,15.00,UNKNOWN,TAKEAWAY,2023-10-28,USABLE
TXN_3808639,JUICE,3.00,2,6.00,DIGITAL WALLET,TAKEAWAY,2023-12-15,USABLE
TXN_7028009,CAKE,3.00,4,12.00,UNKNOWN,TAKEAWAY,NULL,USABLE
TXN_7447872,JUICE,3.00,2,6.00,UNKNOWN,UNKNOWN,NULL,USABLE
TXN_6955416,SALAD,5.00,4,20.00,UNKNOWN,IN-STORE,2023-02-25,USABLE
TXN_3775339,COOKIE,1.00,3,3.00,CREDIT CARD,UNKNOWN,2023-04-03,USABLE
TXN_9547091,COOKIE,1.00,3,3.00,CREDIT CARD,UNKNOWN,2023-10-08,USABLE
TXN_4358673,COOKIE,1.00,5,5.00,DIGITAL WALLET,TAKEAWAY,2023-12-28,USABLE
TXN_4174591,TEA,1.50,4,6.00,DIGITAL WALLET,UNKNOWN,2023-08-30,USABLE
TXN_3398520,SANDWICH,4.00,1,4.00,UNKNOWN,IN-STORE,2023-02-03,USABLE
TXN_6171384,SMOOTHIE,4.00,2,8.00,CREDIT CARD,UNKNOWN,2023-09-12,USABLE
TXN_2530938,SMOOTHIE,4.00,5,20.00,UNKNOWN,TAKEAWAY,2023-04-27,USABLE
TXN_3314971,JUICE,3.00,3,9.00,DIGITAL WALLET,UNKNOWN,2023-05-04,USABLE
TXN_3092382,COFFEE,2.00,5,10.00,DIGITAL WALLET,UNKNOWN,2023-02-21,USABLE
TXN_1001832,SALAD,5.00,2,10.00,CASH,TAKEAWAY,NULL,USABLE
TXN_1535311,JUICE,3.00,3,9.00,CASH,UNKNOWN,2023-03-16,USABLE
TXN_2148617,JUICE,3.00,3,9.00,DIGITAL WALLET,UNKNOWN,2023-01-10,USABLE
TXN_4368416,SALAD,5.00,2,10.00,CREDIT CARD,TAKEAWAY,2023-02-24,USABLE
TXN_9790731,CAKE,3.00,2,6.00,UNKNOWN,UNKNOWN,2023-06-02,USABLE
TXN_9339456,COFFEE,2.00,3,6.00,UNKNOWN,TAKEAWAY,2023-03-29,USABLE
TXN_5179020,CAKE,3.00,2,6.00,UNKNOWN,TAKEAWAY,2023-06-18,USABLE
TXN_6258471,COFFEE,2.00,5,10.00,DIGITAL WALLET,IN-STORE,2023-09-23,USABLE
TXN_7945375,JUICE,3.00,3,9.00,UNKNOWN,UNKNOWN,2023-01-14,USABLE
TXN_4685453,TEA,1.50,4,6.00,CASH,IN-STORE,2023-09-14,USABLE
TXN_9646452,JUICE,3.00,5,15.00,CREDIT CARD,UNKNOWN,2023-09-16,USABLE
TXN_9096052,SMOOTHIE,4.00,4,16.00,CREDIT CARD,TAKEAWAY,2023-12-28,USABLE
TXN_5916991,JUICE,3.00,2,6.00,DIGITAL WALLET,TAKEAWAY,2023-02-06,USABLE
TXN_3407169,SANDWICH,4.00,2,8.00,CASH,IN-STORE,2023-03-11,USABLE
TXN_2277042,TEA,1.50,1,1.50,CASH,UNKNOWN,2023-04-08,USABLE
TXN_9273729,TEA,1.50,1,1.50,UNKNOWN,UNKNOWN,2023-12-19,USABLE
TXN_2181545,JUICE,3.00,4,12.00,CREDIT CARD,TAKEAWAY,2023-07-14,USABLE
TXN_1150033,JUICE,3.00,5,15.00,CASH,IN-STORE,2023-04-18,USABLE
TXN_1443912,JUICE,3.00,2,6.00,UNKNOWN,UNKNOWN,2023-06-08,USABLE
TXN_8700451,TEA,1.50,5,7.50,CREDIT CARD,TAKEAWAY,2023-12-12,USABLE
TXN_6380550,COFFEE,2.00,5,10.00,CASH,IN-STORE,2023-01-05,USABLE
TXN_4885518,SALAD,5.00,3,15.00,CREDIT CARD,IN-STORE,2023-06-10,USABLE
TXN_3972167,SANDWICH,4.00,5,20.00,UNKNOWN,IN-STORE,2023-01-23,USABLE
TXN_4878378,TEA,1.50,1,1.50,CREDIT CARD,UNKNOWN,2023-02-20,USABLE
TXN_2484241,CAKE,3.00,3,9.00,DIGITAL WALLET,UNKNOWN,2023-07-19,USABLE
TXN_2368126,CAKE,3.00,5,15.00,UNKNOWN,IN-STORE,2023-12-06,USABLE
TXN_7943008,COFFEE,2.00,1,2.00,CREDIT CARD,UNKNOWN,NULL,USABLE
TXN_8495063,JUICE,3.00,1,3.00,CASH,UNKNOWN,2023-05-31,USABLE
TXN_4811133,SALAD,5.00,2,10.00,CASH,UNKNOWN,2023-08-11,USABLE
TXN_8729570,TEA,1.50,5,7.50,UNKNOWN,IN-STORE,2023-09-03,USABLE
TXN_7623634,CAKE,3.00,2,6.00,CREDIT CARD,IN-STORE,2023-07-11,USABLE
TXN_9336980,SALAD,5.00,4,20.00,CASH,IN-STORE,2023-06-06,USABLE
TXN_3424331,CAKE,3.00,4,12.00,UNKNOWN,UNKNOWN,2023-01-18,USABLE
TXN_5072031,CAKE,3.00,2,6.00,CASH,TAKEAWAY,2023-03-23,USABLE
TXN_8687151,SALAD,5.00,5,25.00,CASH,UNKNOWN,2023-06-10,USABLE
TXN_5265095,COFFEE,2.00,1,2.00,UNKNOWN,UNKNOWN,2023-06-23,USABLE
TXN_4108138,COFFEE,2.00,5,10.00,CASH,UNKNOWN,2023-08-03,USABLE
TXN_1909796,SMOOTHIE,4.00,2,8.00,UNKNOWN,TAKEAWAY,2023-07-12,USABLE
TXN_1928241,COFFEE,2.00,3,6.00,CASH,IN-STORE,2023-04-30,USABLE
TXN_4283157,SALAD,5.00,5,25.00,DIGITAL WALLET,IN-STORE,2023-11-25,USABLE
TXN_8013032,COFFEE,2.00,2,4.00,CREDIT CARD,UNKNOWN,2023-03-07,USABLE
TXN_8301424,JUICE,3.00,2,6.00,UNKNOWN,UNKNOWN,2023-06-27,USABLE
TXN_1093800,SANDWICH,4.00,3,12.00,CASH,TAKEAWAY,NULL,USABLE
TXN_7965998,JUICE,3.00,1,3.00,CREDIT CARD,IN-STORE,2023-11-02,USABLE
TXN_9238666,COOKIE,1.00,1,1.00,UNKNOWN,TAKEAWAY,2023-07-31,USABLE
TXN_1631695,TEA,1.50,2,3.00,UNKNOWN,IN-STORE,2023-09-19,USABLE
TXN_1435086,CAKE,3.00,5,15.00,UNKNOWN,UNKNOWN,2023-02-09,USABLE
TXN_1648671,SANDWICH,4.00,3,12.00,CASH,TAKEAWAY,2023-05-21,USABLE
TXN_4062737,CAKE,3.00,3,9.00,CASH,IN-STORE,2023-07-02,USABLE
TXN_9249507,COOKIE,1.00,4,4.00,CREDIT CARD,IN-STORE,2023-11-21,USABLE
TXN_4689500,SANDWICH,4.00,4,16.00,UNKNOWN,UNKNOWN,2023-12-02,USABLE
TXN_8989148,TEA,1.50,2,3.00,UNKNOWN,UNKNOWN,2023-11-25,USABLE
TXN_8316826,COFFEE,2.00,3,6.00,UNKNOWN,IN-STORE,2023-04-17,USABLE
TXN_9836934,COOKIE,1.00,3,3.00,DIGITAL WALLET,IN-STORE,2023-03-13,USABLE
TXN_8005489,CAKE,3.00,3,9.00,UNKNOWN,IN-STORE,2023-08-12,USABLE
TXN_6463132,COOKIE,1.00,5,5.00,CREDIT CARD,TAKEAWAY,NULL,USABLE
TXN_3925836,COOKIE,1.00,3,3.00,DIGITAL WALLET,IN-STORE,2023-02-16,USABLE
TXN_1896955,SALAD,5.00,5,25.00,UNKNOWN,IN-STORE,2023-09-23,USABLE
TXN_5075974,SMOOTHIE,4.00,4,16.00,DIGITAL WALLET,UNKNOWN,2023-04-11,USABLE
TXN_3978874,SMOOTHIE,4.00,5,20.00,CREDIT CARD,IN-STORE,2023-03-13,USABLE
TXN_8955912,SANDWICH,4.00,1,4.00,UNKNOWN,UNKNOWN,2023-11-07,USABLE
TXN_1136554,SMOOTHIE,4.00,3,12.00,UNKNOWN,TAKEAWAY,2023-03-26,USABLE
TXN_8007337,CAKE,3.00,2,6.00,DIGITAL WALLET,TAKEAWAY,2023-11-01,USABLE
TXN_8129834,SALAD,5.00,1,5.00,CASH,UNKNOWN,2023-07-22,USABLE
TXN_5365809,CAKE,3.00,3,9.00,CASH,IN-STORE,2023-09-14,USABLE
TXN_8166407,SMOOTHIE,4.00,2,8.00,UNKNOWN,UNKNOWN,2023-07-26,USABLE
TXN_6629480,SMOOTHIE,4.00,5,20.00,CREDIT CARD,IN-STORE,2023-02-28,USABLE
TXN_3833797,COFFEE,2.00,4,8.00,UNKNOWN,IN-STORE,2023-01-27,USABLE
TXN_2643815,COOKIE,1.00,3,3.00,UNKNOWN,UNKNOWN,2023-12-06,USABLE
TXN_2996519,CAKE,3.00,5,15.00,CASH,UNKNOWN,2023-01-19,USABLE
TXN_8810894,SMOOTHIE,4.00,1,4.00,UNKNOWN,UNKNOWN,2023-02-20,USABLE
TXN_7412722,JUICE,3.00,4,12.00,CASH,IN-STORE,2023-04-07,USABLE
TXN_3937509,SMOOTHIE,4.00,2,8.00,UNKNOWN,IN-STORE,2023-03-20,USABLE
TXN_6000201,COOKIE,1.00,3,3.00,CASH,TAKEAWAY,2023-02-16,USABLE
TXN_1714274,COOKIE,1.00,4,4.00,UNKNOWN,IN-STORE,2023-12-27,USABLE
TXN_3800182,TEA,1.50,2,3.00,CASH,IN-STORE,2023-10-26,USABLE
TXN_9788956,JUICE,3.00,4,12.00,UNKNOWN,UNKNOWN,2023-04-11,USABLE
TXN_6311602,JUICE,3.00,3,9.00,CREDIT CARD,UNKNOWN,2023-05-15,USABLE
TXN_2950680,COFFEE,2.00,2,4.00,CREDIT CARD,TAKEAWAY,2023-12-10,USABLE
TXN_6749847,CAKE,3.00,2,6.00,CREDIT CARD,UNKNOWN,2023-08-15,USABLE
TXN_2143187,SMOOTHIE,4.00,1,4.00,UNKNOWN,IN-STORE,2023-04-21,USABLE
TXN_4088917,COFFEE,2.00,3,6.00,CASH,TAKEAWAY,2023-02-04,USABLE
TXN_3779366,COOKIE,1.00,1,1.00,DIGITAL WALLET,IN-STORE,2023-04-15,USABLE
TXN_7724048,SMOOTHIE,4.00,1,4.00,UNKNOWN,IN-STORE,2023-11-12,USABLE
TXN_2698591,TEA,1.50,5,7.50,UNKNOWN,UNKNOWN,2023-08-05,USABLE
TXN_3171373,SMOOTHIE,4.00,3,12.00,CREDIT CARD,IN-STORE,2023-05-10,USABLE
TXN_4129248,SANDWICH,4.00,2,8.00,CREDIT CARD,UNKNOWN,NULL,USABLE
TXN_6498163,SMOOTHIE,4.00,5,20.00,UNKNOWN,IN-STORE,2023-07-15,USABLE
TXN_6717827,SALAD,5.00,3,15.00,DIGITAL WALLET,UNKNOWN,2023-11-15,USABLE
TXN_9089898,SALAD,5.00,3,15.00,CREDIT CARD,UNKNOWN,2023-01-11,USABLE
TXN_8587583,CAKE,3.00,1,3.00,UNKNOWN,UNKNOWN,2023-10-01,USABLE
TXN_8693704,SALAD,5.00,5,25.00,CASH,IN-STORE,2023-05-04,USABLE
TXN_3857960,SALAD,5.00,4,20.00,CASH,IN-STORE,2023-04-26,USABLE
TXN_9250710,SALAD,5.00,1,5.00,CASH,IN-STORE,2023-05-28,USABLE
TXN_7058377,JUICE,3.00,1,3.00,UNKNOWN,TAKEAWAY,2023-04-30,USABLE
TXN_6766492,SALAD,5.00,1,5.00,UNKNOWN,UNKNOWN,2023-01-14,USABLE
TXN_9879996,COFFEE,2.00,4,8.00,DIGITAL WALLET,IN-STORE,2023-03-01,USABLE
TXN_4291940,CAKE,3.00,3,9.00,CREDIT CARD,IN-STORE,2023-11-13,USABLE
TXN_7433461,COOKIE,1.00,2,2.00,DIGITAL WALLET,UNKNOWN,2023-07-09,USABLE
TXN_4068262,SALAD,5.00,2,10.00,CREDIT CARD,UNKNOWN,2023-05-13,USABLE
TXN_5761073,COOKIE,1.00,1,1.00,CASH,IN-STORE,NULL,USABLE
TXN_5047447,SALAD,5.00,1,5.00,DIGITAL WALLET,TAKEAWAY,2023-12-27,USABLE
TXN_6623508,COOKIE,1.00,5,5.00,DIGITAL WALLET,TAKEAWAY,2023-05-18,USABLE
TXN_9350833,CAKE,3.00,1,3.00,CASH,TAKEAWAY,2023-01-17,USABLE
TXN_8377564,CAKE,3.00,5,15.00,UNKNOWN,IN-STORE,2023-07-14,USABLE
TXN_7031118,SALAD,5.00,1,5.00,CREDIT CARD,UNKNOWN,2023-03-29,USABLE
TXN_2230167,CAKE,3.00,4,12.00,DIGITAL WALLET,TAKEAWAY,2023-09-22,USABLE
TXN_6446616,TEA,1.50,3,4.50,UNKNOWN,UNKNOWN,2023-09-30,USABLE
TXN_1721827,CAKE,3.00,4,12.00,DIGITAL WALLET,UNKNOWN,2023-08-22,USABLE
TXN_6334895,SMOOTHIE,4.00,1,4.00,CREDIT CARD,UNKNOWN,2023-07-27,USABLE
TXN_4700144,COFFEE,2.00,4,8.00,UNKNOWN,IN-STORE,2023-12-21,USABLE
TXN_5526852,SANDWICH,4.00,5,20.00,DIGITAL WALLET,IN-STORE,2023-09-28,USABLE
TXN_6846228,SALAD,5.00,3,15.00,UNKNOWN,IN-STORE,2023-11-16,USABLE
TXN_8570890,JUICE,3.00,4,12.00,UNKNOWN,UNKNOWN,2023-04-14,USABLE
TXN_3205009,TEA,1.50,2,3.00,CASH,IN-STORE,2023-01-03,USABLE
TXN_3786188,TEA,1.50,3,4.50,CREDIT CARD,IN-STORE,2023-10-20,USABLE
TXN_4530804,COFFEE,2.00,4,8.00,UNKNOWN,UNKNOWN,2023-01-12,USABLE
TXN_9642066,SANDWICH,4.00,3,12.00,CREDIT CARD,IN-STORE,2023-08-31,USABLE
TXN_7328294,JUICE,3.00,2,6.00,CASH,UNKNOWN,2023-07-07,USABLE
TXN_1908636,TEA,1.50,2,3.00,UNKNOWN,UNKNOWN,NULL,USABLE
TXN_9238066,TEA,1.50,5,7.50,DIGITAL WALLET,IN-STORE,2023-09-15,USABLE
TXN_5415901,CAKE,3.00,2,6.00,DIGITAL WALLET,UNKNOWN,2023-10-21,USABLE
TXN_6616971,JUICE,3.00,2,6.00,DIGITAL WALLET,TAKEAWAY,2023-09-02,USABLE
TXN_7803615,SALAD,5.00,3,15.00,CASH,IN-STORE,2023-12-13,USABLE
TXN_7549542,COOKIE,1.00,5,5.00,UNKNOWN,TAKEAWAY,NULL,USABLE
TXN_3544789,TEA,1.50,4,6.00,UNKNOWN,IN-STORE,2023-07-14,USABLE
TXN_1583597,SALAD,5.00,1,5.00,CASH,IN-STORE,2023-05-10,USABLE
TXN_8472308,COOKIE,1.00,2,2.00,DIGITAL WALLET,TAKEAWAY,2023-08-19,USABLE
TXN_1967565,SMOOTHIE,4.00,5,20.00,CREDIT CARD,TAKEAWAY,2023-03-31,USABLE
TXN_2029497,SANDWICH,4.00,2,8.00,CASH,TAKEAWAY,2023-01-06,USABLE
TXN_5003018,COOKIE,1.00,4,4.00,DIGITAL WALLET,UNKNOWN,NULL,USABLE
TXN_7852990,SANDWICH,4.00,5,20.00,DIGITAL WALLET,TAKEAWAY,2023-07-10,USABLE
TXN_2534066,SALAD,5.00,2,10.00,CASH,UNKNOWN,2023-10-13,USABLE
TXN_2059647,TEA,1.50,1,1.50,DIGITAL WALLET,IN-STORE,2023-05-29,USABLE
TXN_2485183,SMOOTHIE,4.00,5,20.00,CASH,IN-STORE,2023-07-07,USABLE
TXN_7374846,SANDWICH,4.00,1,4.00,CREDIT CARD,UNKNOWN,2023-05-29,USABLE
TXN_9401522,SANDWICH,4.00,4,16.00,DIGITAL WALLET,IN-STORE,2023-11-16,USABLE
TXN_8250651,SANDWICH,4.00,4,16.00,DIGITAL WALLET,IN-STORE,2023-03-13,USABLE
TXN_7191245,CAKE,3.00,4,12.00,UNKNOWN,TAKEAWAY,2023-05-22,USABLE
TXN_8982764,CAKE,3.00,5,15.00,DIGITAL WALLET,TAKEAWAY,2023-11-23,USABLE
TXN_1153869,SMOOTHIE,4.00,5,20.00,CREDIT CARD,TAKEAWAY,2023-11-03,USABLE
TXN_5043774,SANDWICH,4.00,3,12.00,CASH,UNKNOWN,2023-06-08,USABLE
TXN_1746320,SALAD,5.00,1,5.00,CASH,UNKNOWN,2023-11-14,USABLE
TXN_1077129,COOKIE,1.00,1,1.00,UNKNOWN,IN-STORE,2023-09-12,USABLE
TXN_4865338,SANDWICH,4.00,4,16.00,UNKNOWN,IN-STORE,2023-11-26,USABLE
TXN_5616583,SMOOTHIE,4.00,1,4.00,UNKNOWN,UNKNOWN,2023-10-13,USABLE
TXN_2078474,COOKIE,1.00,2,2.00,UNKNOWN,TAKEAWAY,2023-11-03,USABLE
TXN_2130245,SMOOTHIE,4.00,5,20.00,CREDIT CARD,UNKNOWN,2023-11-13,USABLE
TXN_9076216,CAKE,3.00,1,3.00,CASH,UNKNOWN,2023-12-17,USABLE
TXN_6371987,TEA,1.50,5,7.50,UNKNOWN,TAKEAWAY,2023-03-13,USABLE
TXN_9913877,COFFEE,2.00,2,4.00,CREDIT CARD,UNKNOWN,2023-05-09,USABLE
TXN_2084377,SMOOTHIE,4.00,1,4.00,CREDIT CARD,UNKNOWN,2023-10-22,USABLE
TXN_1842675,COOKIE,1.00,4,4.00,CREDIT CARD,TAKEAWAY,2023-06-23,USABLE
TXN_8605813,COOKIE,1.00,1,1.00,UNKNOWN,UNKNOWN,2023-06-30,USABLE
TXN_9755352,SANDWICH,4.00,5,20.00,UNKNOWN,IN-STORE,2023-05-13,USABLE
TXN_7550498,JUICE,3.00,5,15.00,UNKNOWN,IN-STORE,NULL,USABLE
TXN_2305908,COFFEE,2.00,4,8.00,CASH,UNKNOWN,2023-04-25,USABLE
TXN_7557340,TEA,1.50,5,7.50,CREDIT CARD,IN-STORE,2023-12-11,USABLE
TXN_1157817,SMOOTHIE,4.00,1,4.00,DIGITAL WALLET,IN-STORE,2023-04-25,USABLE
TXN_2020318,TEA,1.50,3,4.50,DIGITAL WALLET,IN-STORE,2023-10-12,USABLE
TXN_8692094,COFFEE,2.00,5,10.00,UNKNOWN,TAKEAWAY,2023-08-30,USABLE
TXN_5307411,CAKE,3.00,3,9.00,DIGITAL WALLET,TAKEAWAY,2023-10-21,USABLE
TXN_9703120,COFFEE,2.00,3,6.00,CREDIT CARD,UNKNOWN,2023-11-02,USABLE
