TXN_6421134,SANDWICH,CASH,TAKEAWAY,16.00,4.00,4,GOOD,2023-11-03
TXN_8813311,JUICE,UNKNOWN,IN-STORE,15.00,3.00,5,GOOD,2023-10-07
TXN_9023317,SALAD,UNKNOWN,UNKNOWN,5.00,5.00,1,GOOD,2023-09-30
TXN_2537617,SANDWICH,CASH,UNKNOWN,4.00,4.00,1,GOOD,2023-05-27
TXN_9230615,SMOOTHIE,DIGITAL WALLET,UNKNOWN,16.00,4.00,4,GOOD,2023-06-01
TXN_4987129,SANDWICH,UNKNOWN,IN-STORE,12.00,4.00,3,GOOD,2023-10-20
TXN_8501819,JUICE,CASH,UNKNOWN,9.00,3.00,3,GOOD,2023-03-30
TXN_3068204,COOKIE,CREDIT CARD,TAKEAWAY,1.00,1.00,1,GOOD,2023-10-03
TXN_8427104,SALAD,UNKNOWN,IN-STORE,10.00,5.00,2,GOOD,2023-10-27
TXN_2621580,TEA,CASH,IN-STORE,3.00,1.50,2,GOOD,2023-03-22
TXN_4726376,CAKE,CREDIT CARD,IN-STORE,6.00,3.00,2,GOOD,2023-01-31
TXN_4238417,SALAD,UNKNOWN,UNKNOWN,10.00,5.00,2,GOOD,2023-06-19
TXN_1900620,SMOOTHIE,CREDIT CARD,UNKNOWN,8.00,4.00,2,GOOD,2023-12-14
TXN_6420335,COFFEE,CASH,TAKEAWAY,2.00,2.00,1,GOOD,2023-07-16
TXN_3858209,SANDWICH,CASH,UNKNOWN,16.00,4.00,4,GOOD,2023-02-22
TXN_2091733,SALAD,UNKNOWN,IN-STORE,5.00,5.00,1,GOOD,NULL
TXN_8735480,TEA,CASH,UNKNOWN,7.50,1.50,5,GOOD,2023-06-02
TXN_3829165,JUICE,CASH,IN-STORE,12.00,3.00,4,GOOD,2023-06-15
TXN_3748616,COFFEE,CREDIT CARD,IN-STORE,4.00,2.00,2,GOOD,2023-12-09
TXN_1993289,SANDWICH,UNKNOWN,IN-STORE,8.00,4.00,2,GOOD,2023-04-18
TXN_2123367,COOKIE,UNKNOWN,UNKNOWN,2.00,1.00,2,GOOD,2023-11-07
TXN_5266394,CAKE,CASH,IN-STORE,9.00,3.00,3,GOOD,2023-10-28
TXN_5107946,CAKE,CREDIT CARD,UNKNOWN,12.00,3.00,4,GOOD,2023-12-22
TXN_8035512,TEA,CASH,UNKNOWN,4.50,1.50,3,GOOD,2023-10-29
TXN_8718498,CAKE,CREDIT CARD,UNKNOWN,15.00,3.00,5,GOOD,2023-04-30
TXN_3955361,COOKIE,UNKNOWN,TAKEAWAY,5.00,1.00,5,GOOD,2023-04-02
TXN_8976658,TEA,CREDIT CARD,IN-STORE,3.00,1.50,2,GOOD,2023-08-16
TXN_2725602,JUICE,CREDIT CARD,UNKNOWN,15.00,3.00,5,GOOD,2023-09-10
TXN_3011323,COFFEE,CREDIT CARD,UNKNOWN,6.00,2.00,3,GOOD,2023-03-07
TXN_6289610,JUICE,CASH,TAKEAWAY,9.00,3.00,3,GOOD,2023-08-07
TXN_8268061,SALAD,UNKNOWN,TAKEAWAY,15.00,5.00,3,GOOD,2023-08-20
TXN_5220895,SALAD,CASH,IN-STORE,25.00,5.00,5,GOOD,2023-06-10
TXN_3085509,COFFEE,DIGITAL WALLET,IN-STORE,8.00,2.00,4,GOOD,2023-04-15
TXN_9999113,JUICE,CASH,TAKEAWAY,12.00,3.00,4,GOOD,2023-05-27
TXN_8779771,COFFEE,CASH,IN-STORE,8.00,2.00,4,GOOD,2023-07-25
TXN_1621920,SALAD,UNKNOWN,TAKEAWAY,15.00,5.00,3,GOOD,2023-10-28
TXN_3808639,JUICE,DIGITAL WALLET,TAKEAWAY,6.00,3.00,2,GOOD,2023-12-15
TXN_7028009,CAKE,UNKNOWN,TAKEAWAY,12.00,3.00,4,GOOD,NULL
TXN_7447872,JUICE,UNKNOWN,UNKNOWN,6.00,3.00,2,GOOD,NULL
TXN_6955416,SALAD,UNKNOWN,IN-STORE,20.00,5.00,4,GOOD,2023-02-25
TXN_3775339,COOKIE,CREDIT CARD,UNKNOWN,3.00,1.00,3,GOOD,2023-04-03
TXN_9547091,COOKIE,CREDIT CARD,UNKNOWN,3.00,1.00,3,GOOD,2023-10-08
TXN_4358673,COOKIE,DIGITAL WALLET,TAKEAWAY,5.00,1.00,5,GOOD,2023-12-28
TXN_4174591,TEA,DIGITAL WALLET,UNKNOWN,6.00,1.50,4,GOOD,2023-08-30
TXN_3398520,SANDWICH,UNKNOWN,IN-STORE,4.00,4.00,1,GOOD,2023-02-03
TXN_6171384,SMOOTHIE,CREDIT CARD,UNKNOWN,8.00,4.00,2,GOOD,2023-09-12
TXN_2530938,SMOOTHIE,UNKNOWN,TAKEAWAY,20.00,4.00,5,GOOD,2023-04-27
TXN_3314971,JUICE,DIGITAL WALLET,UNKNOWN,9.00,3.00,3,GOOD,2023-05-04
TXN_3092382,COFFEE,DIGITAL WALLET,UNKNOWN,10.00,2.00,5,GOOD,2023-02-21
TXN_1001832,SALAD,CASH,TAKEAWAY,10.00,5.00,2,GOOD,NULL
TXN_1535311,JUICE,CASH,UNKNOWN,9.00,3.00,3,GOOD,2023-03-16
TXN_2148617,JUICE,DIGITAL WALLET,UNKNOWN,9.00,3.00,3,GOOD,2023-01-10
TXN_4368416,SALAD,CREDIT CARD,TAKEAWAY,10.00,5.00,2,GOOD,2023-02-24
TXN_9790731,CAKE,UNKNOWN,UNKNOWN,6.00,3.00,2,GOOD,2023-06-02
TXN_9339456,COFFEE,UNKNOWN,TAKEAWAY,6.00,2.00,3,GOOD,2023-03-29
TXN_5179020,CAKE,UNKNOWN,TAKEAWAY,6.00,3.00,2,GOOD,2023-06-18
TXN_6258471,COFFEE,DIGITAL WALLET,IN-STORE,10.00,2.00,5,GOOD,2023-09-23
TXN_7945375,JUICE,UNKNOWN,UNKNOWN,9.00,3.00,3,GOOD,2023-01-14
TXN_4685453,TEA,CASH,IN-STORE,6.00,1.50,4,GOOD,2023-09-14
TXN_9646452,JUICE,CREDIT CARD,UNKNOWN,15.00,3.00,5,GOOD,2023-09-16
TXN_9096052,SMOOTHIE,CREDIT CARD,TAKEAWAY,16.00,4.00,4,GOOD,2023-12-28
TXN_5916991,JUICE,DIGITAL WALLET,TAKEAWAY,6.00,3.00,2,GOOD,2023-02-06
TXN_3407169,SANDWICH,CASH,IN-STORE,8.00,4.00,2,GOOD,2023-03-11
TXN_2277042,TEA,CASH,UNKNOWN,1.50,1.50,1,GOOD,2023-04-08
TXN_9273729,TEA,UNKNOWN,UNKNOWN,1.50,1.50,1,GOOD,2023-12-19
TXN_2181545,JUICE,CREDIT CARD,TAKEAWAY,12.00,3.00,4,GOOD,2023-07-14
TXN_1150033,JUICE,CASH,IN-STORE,15.00,3.00,5,GOOD,2023-04-18
TXN_1443912,JUICE,UNKNOWN,UNKNOWN,6.00,3.00,2,GOOD,2023-06-08
TXN_8700451,TEA,CREDIT CARD,TAKEAWAY,7.50,1.50,5,GOOD,2023-12-12
TXN_6380550,COFFEE,CASH,IN-STORE,10.00,2.00,5,GOOD,2023-01-05
TXN_4885518,SALAD,CREDIT CARD,IN-STORE,15.00,5.00,3,GOOD,2023-06-10
TXN_3972167,SANDWICH,UNKNOWN,IN-STORE,20.00,4.00,5,GOOD,2023-01-23
TXN_4878378,TEA,CREDIT CARD,UNKNOWN,1.50,1.50,1,GOOD,2023-02-20
TXN_2484241,CAKE,DIGITAL WALLET,UNKNOWN,9.00,3.00,3,GOOD,2023-07-19
TXN_2368126,CAKE,UNKNOWN,IN-STORE,15.00,3.00,5,GOOD,2023-12-06
TXN_7943008,COFFEE,CREDIT CARD,UNKNOWN,2.00,2.00,1,GOOD,NULL
TXN_8495063,JUICE,CASH,UNKNOWN,3.00,3.00,1,GOOD,2023-05-31
TXN_4811133,SALAD,CASH,UNKNOWN,10.00,5.00,2,GOOD,2023-08-11
TXN_8729570,TEA,UNKNOWN,IN-STORE,7.50,1.50,5,GOOD,2023-09-03
TXN_7623634,CAKE,CREDIT CARD,IN-STORE,6.00,3.00,2,GOOD,2023-07-11
TXN_9336980,SALAD,CASH,IN-STORE,20.00,5.00,4,GOOD,2023-06-06
TXN_3424331,CAKE,UNKNOWN,UNKNOWN,12.00,3.00,4,GOOD,2023-01-18
TXN_5072031,CAKE,CASH,TAKEAWAY,6.00,3.00,2,GOOD,2023-03-23
TXN_8687151,SALAD,CASH,UNKNOWN,25.00,5.00,5,GOOD,2023-06-10
TXN_5265095,COFFEE,UNKNOWN,UNKNOWN,2.00,2.00,1,GOOD,2023-06-23
TXN_4108138,COFFEE,CASH,UNKNOWN,10.00,2.00,5,GOOD,2023-08-03
TXN_1909796,SMOOTHIE,UNKNOWN,TAKEAWAY,8.00,4.00,2,GOOD,2023-07-12
TXN_1928241,COFFEE,CASH,IN-STORE,6.00,2.00,3,GOOD,2023-04-30
TXN_4283157,SALAD,DIGITAL WALLET,IN-STORE,25.00,5.00,5,GOOD,2023-11-25
TXN_8013032,COFFEE,CREDIT CARD,UNKNOWN,4.00,2.00,2,GOOD,2023-03-07
TXN_8301424,JUICE,UNKNOWN,UNKNOWN,6.00,3.00,2,GOOD,2023-06-27
TXN_1093800,SANDWICH,CASH,TAKEAWAY,12.00,4.00,3,GOOD,NULL
TXN_7965998,JUICE,CREDIT CARD,IN-STORE,3.00,3.00,1,GOOD,2023-11-02
TXN_9238666,COOKIE,UNKNOWN,TAKEAWAY,1.00,1.00,1,GOOD,2023-07-31
TXN_1631695,TEA,UNKNOWN,IN-STORE,3.00,1.50,2,GOOD,2023-09-19
TXN_1435086,CAKE,UNKNOWN,UNKNOWN,15.00,3.00,5,GOOD,2023-02-09
TXN_1648671,SANDWICH,CASH,TAKEAWAY,12.00,4.00,3,GOOD,2023-05-21
TXN_4062737,CAKE,CASH,IN-STORE,9.00,3.00,3,GOOD,2023-07-02
TXN_9249507,COOKIE,CREDIT CARD,IN-STORE,4.00,1.00,4,GOOD,2023-11-21
TXN_4689500,SANDWICH,UNKNOWN,UNKNOWN,16.00,4.00,4,GOOD,2023-12-02
TXN_8989148,TEA,UNKNOWN,UNKNOWN,3.00,1.50,2,GOOD,2023-11-25
TXN_8316826,COFFEE,UNKNOWN,IN-STORE,6.00,2.00,3,GOOD,2023-04-17
TXN_9836934,COOKIE,DIGITAL WALLET,IN-STORE,3.00,1.00,3,GOOD,2023-03-13
TXN_8005489,CAKE,UNKNOWN,IN-STORE,9.00,3.00,3,GOOD,2023-08-12
TXN_6463132,COOKIE,CREDIT CARD,TAKEAWAY,5.00,1.00,5,GOOD,NULL
TXN_3925836,COOKIE,DIGITAL WALLET,IN-STORE,3.00,1.00,3,GOOD,2023-02-16
TXN_1896955,SALAD,UNKNOWN,IN-STORE,15.00,5.00,3,GOOD,2023-09-23
TXN_5075974,SMOOTHIE,DIGITAL WALLET,UNKNOWN,12.00,4.00,3,GOOD,2023-04-11
TXN_3978874,SMOOTHIE,CREDIT CARD,IN-STORE,20.00,4.00,5,GOOD,2023-03-13
TXN_8955912,SANDWICH,UNKNOWN,UNKNOWN,4.00,4.00,1,GOOD,2023-11-07
TXN_1136554,SMOOTHIE,UNKNOWN,TAKEAWAY,12.00,4.00,3,GOOD,2023-03-26
TXN_8007337,CAKE,DIGITAL WALLET,TAKEAWAY,6.00,3.00,2,GOOD,2023-11-01
TXN_8129834,SALAD,CASH,UNKNOWN,5.00,5.00,1,GOOD,2023-07-22
TXN_5365809,CAKE,CASH,IN-STORE,9.00,3.00,3,GOOD,2023-09-14
TXN_8166407,SMOOTHIE,UNKNOWN,UNKNOWN,8.00,4.00,2,GOOD,2023-07-26
TXN_6629480,SMOOTHIE,CREDIT CARD,IN-STORE,20.00,4.00,5,GOOD,2023-02-28
TXN_3833797,COFFEE,UNKNOWN,IN-STORE,8.00,2.00,4,GOOD,2023-01-27
TXN_2643815,COOKIE,UNKNOWN,UNKNOWN,2.00,1.00,2,GOOD,2023-12-06
TXN_2996519,CAKE,CASH,UNKNOWN,15.00,3.00,5,GOOD,2023-01-19
TXN_8810894,SMOOTHIE,UNKNOWN,UNKNOWN,4.00,4.00,1,GOOD,2023-02-20
TXN_7412722,JUICE,CASH,IN-STORE,12.00,3.00,4,GOOD,2023-04-07
TXN_3937509,SMOOTHIE,UNKNOWN,IN-STORE,8.00,4.00,2,GOOD,2023-03-20
TXN_6000201,COOKIE,CASH,TAKEAWAY,3.00,1.00,3,GOOD,2023-02-16
TXN_1714274,COOKIE,UNKNOWN,IN-STORE,4.00,1.00,4,GOOD,2023-12-27
TXN_3800182,TEA,CASH,IN-STORE,3.00,1.50,2,GOOD,2023-10-26
TXN_9788956,JUICE,UNKNOWN,UNKNOWN,9.00,3.00,3,GOOD,2023-04-11
TXN_6311602,JUICE,CREDIT CARD,UNKNOWN,9.00,3.00,3,GOOD,2023-05-15
TXN_2950680,COFFEE,CREDIT CARD,TAKEAWAY,4.00,2.00,2,GOOD,2023-12-10
TXN_6749847,CAKE,CREDIT CARD,UNKNOWN,6.00,3.00,2,GOOD,2023-08-15
TXN_2143187,SMOOTHIE,UNKNOWN,IN-STORE,4.00,4.00,1,GOOD,2023-04-21
TXN_4088917,COFFEE,CASH,TAKEAWAY,6.00,2.00,3,GOOD,2023-02-04
TXN_3779366,COOKIE,DIGITAL WALLET,IN-STORE,1.00,1.00,1,GOOD,2023-04-15
TXN_7724048,SMOOTHIE,UNKNOWN,IN-STORE,4.00,4.00,1,GOOD,2023-11-12
TXN_2698591,TEA,UNKNOWN,UNKNOWN,7.50,1.50,5,GOOD,2023-08-05
TXN_3171373,SMOOTHIE,CREDIT CARD,IN-STORE,12.00,4.00,3,GOOD,2023-05-10
TXN_4129248,SANDWICH,CREDIT CARD,UNKNOWN,8.00,4.00,2,GOOD,NULL
TXN_6498163,SMOOTHIE,UNKNOWN,IN-STORE,20.00,4.00,5,GOOD,2023-07-15
TXN_9089898,SALAD,CREDIT CARD,UNKNOWN,15.00,5.00,3,GOOD,2023-01-11
TXN_8587583,CAKE,UNKNOWN,UNKNOWN,3.00,3.00,1,GOOD,2023-10-01
TXN_8693704,SALAD,CASH,IN-STORE,15.00,5.00,3,GOOD,2023-05-04
TXN_3857960,SALAD,CASH,IN-STORE,20.00,5.00,4,GOOD,2023-04-26
TXN_9250710,SALAD,CASH,IN-STORE,5.00,5.00,1,GOOD,2023-05-28
TXN_7058377,JUICE,UNKNOWN,TAKEAWAY,3.00,3.00,1,GOOD,2023-04-30
TXN_6766492,SALAD,UNKNOWN,UNKNOWN,5.00,5.00,1,GOOD,2023-01-14
TXN_9879996,COFFEE,DIGITAL WALLET,IN-STORE,8.00,2.00,4,GOOD,2023-03-01
TXN_4291940,CAKE,CREDIT CARD,IN-STORE,9.00,3.00,3,GOOD,2023-11-13
TXN_7433461,COOKIE,DIGITAL WALLET,UNKNOWN,2.00,1.00,2,GOOD,2023-07-09
TXN_4068262,SALAD,CREDIT CARD,UNKNOWN,10.00,5.00,2,GOOD,2023-05-13
TXN_5761073,COOKIE,CASH,IN-STORE,1.00,1.00,1,GOOD,NULL
TXN_5047447,SALAD,DIGITAL WALLET,TAKEAWAY,5.00,5.00,1,GOOD,2023-12-27
TXN_6623508,COOKIE,DIGITAL WALLET,TAKEAWAY,5.00,1.00,5,GOOD,2023-05-18
TXN_9350833,CAKE,CASH,TAKEAWAY,3.00,3.00,1,GOOD,2023-01-17
TXN_8377564,CAKE,UNKNOWN,IN-STORE,15.00,3.00,5,GOOD,2023-07-14
TXN_7031118,SALAD,CREDIT CARD,UNKNOWN,5.00,5.00,1,GOOD,2023-03-29
TXN_2230167,CAKE,DIGITAL WALLET,TAKEAWAY,12.00,3.00,4,GOOD,2023-09-22
TXN_6446616,TEA,UNKNOWN,UNKNOWN,4.50,1.50,3,GOOD,2023-09-30
TXN_1721827,CAKE,DIGITAL WALLET,UNKNOWN,12.00,3.00,4,GOOD,2023-08-22
TXN_6334895,SMOOTHIE,CREDIT CARD,UNKNOWN,4.00,4.00,1,GOOD,2023-07-27
TXN_8562645,SALAD,UNKNOWN,IN-STORE,15.00,5.00,3,GOOD,2023-05-18
TXN_4700144,COFFEE,UNKNOWN,IN-STORE,8.00,2.00,4,GOOD,2023-12-21
TXN_5526852,SANDWICH,DIGITAL WALLET,IN-STORE,20.00,4.00,5,GOOD,2023-09-28
TXN_6846228,SALAD,UNKNOWN,IN-STORE,15.00,5.00,3,GOOD,2023-11-16
TXN_8570890,JUICE,UNKNOWN,UNKNOWN,12.00,3.00,4,GOOD,2023-04-14
TXN_3786188,TEA,CREDIT CARD,IN-STORE,4.50,1.50,3,GOOD,2023-10-20
TXN_4530804,COFFEE,UNKNOWN,UNKNOWN,8.00,2.00,4,GOOD,2023-01-12
TXN_9642066,SANDWICH,CREDIT CARD,IN-STORE,12.00,4.00,3,GOOD,2023-08-31
TXN_7328294,JUICE,CASH,UNKNOWN,6.00,3.00,2,GOOD,2023-07-07
TXN_1908636,TEA,UNKNOWN,UNKNOWN,3.00,1.50,2,GOOD,NULL
TXN_5415901,CAKE,DIGITAL WALLET,UNKNOWN,6.00,3.00,2,GOOD,2023-10-21
TXN_6616971,JUICE,DIGITAL WALLET,TAKEAWAY,6.00,3.00,2,GOOD,2023-09-02
TXN_7803615,SALAD,CASH,IN-STORE,15.00,5.00,3,GOOD,2023-12-13
TXN_7549542,COOKIE,UNKNOWN,TAKEAWAY,5.00,1.00,5,GOOD,NULL
TXN_3544789,TEA,UNKNOWN,IN-STORE,6.00,1.50,4,GOOD,2023-07-14
TXN_1583597,SALAD,CASH,IN-STORE,5.00,5.00,1,GOOD,2023-05-10
TXN_8472308,COOKIE,DIGITAL WALLET,TAKEAWAY,2.00,1.00,2,GOOD,2023-08-19
TXN_1967565,SMOOTHIE,CREDIT CARD,TAKEAWAY,20.00,4.00,5,GOOD,2023-03-31
TXN_2029497,SANDWICH,CASH,TAKEAWAY,8.00,4.00,2,GOOD,2023-01-06
TXN_5003018,COOKIE,DIGITAL WALLET,UNKNOWN,4.00,1.00,4,GOOD,NULL
TXN_7852990,SANDWICH,DIGITAL WALLET,TAKEAWAY,20.00,4.00,5,GOOD,2023-07-10
TXN_2534066,SALAD,CASH,UNKNOWN,10.00,5.00,2,GOOD,2023-10-13
TXN_2059647,TEA,DIGITAL WALLET,IN-STORE,1.50,1.50,1,GOOD,2023-05-29
TXN_2485183,SMOOTHIE,CASH,IN-STORE,20.00,4.00,5,GOOD,2023-07-07
TXN_7374846,SANDWICH,CREDIT CARD,UNKNOWN,4.00,4.00,1,GOOD,2023-05-29
TXN_9401522,SANDWICH,DIGITAL WALLET,IN-STORE,16.00,4.00,4,GOOD,2023-11-16
TXN_8250651,SANDWICH,DIGITAL WALLET,IN-STORE,16.00,4.00,4,GOOD,2023-03-13
TXN_7191245,CAKE,UNKNOWN,TAKEAWAY,12.00,3.00,4,GOOD,2023-05-22
TXN_8982764,CAKE,DIGITAL WALLET,TAKEAWAY,15.00,3.00,5,GOOD,2023-11-23
TXN_1153869,SMOOTHIE,CREDIT CARD,TAKEAWAY,20.00,4.00,5,GOOD,2023-11-03
TXN_5043774,SANDWICH,CASH,UNKNOWN,12.00,4.00,3,GOOD,2023-06-08
TXN_1746320,SALAD,CASH,UNKNOWN,5.00,5.00,1,GOOD,2023-11-14
TXN_1077129,COOKIE,UNKNOWN,IN-STORE,1.00,1.00,1,GOOD,2023-09-12
TXN_4865338,SANDWICH,UNKNOWN,IN-STORE,12.00,4.00,3,GOOD,2023-11-26
TXN_5616583,SMOOTHIE,UNKNOWN,UNKNOWN,4.00,4.00,1,GOOD,2023-10-13
TXN_2078474,COOKIE,UNKNOWN,TAKEAWAY,2.00,1.00,2,GOOD,2023-11-03
TXN_2130245,SMOOTHIE,CREDIT CARD,UNKNOWN,20.00,4.00,5,GOOD,2023-11-13
TXN_3229409,JUICE,CASH,TAKEAWAY,9.00,3.00,3,GOOD,2023-04-15
TXN_9076216,CAKE,CASH,UNKNOWN,3.00,3.00,1,GOOD,2023-12-17
TXN_6371987,TEA,UNKNOWN,TAKEAWAY,7.50,1.50,5,GOOD,2023-03-13
TXN_2084377,SMOOTHIE,CREDIT CARD,UNKNOWN,4.00,4.00,1,GOOD,2023-10-22
TXN_8605813,COOKIE,UNKNOWN,UNKNOWN,1.00,1.00,1,GOOD,2023-06-30
TXN_9755352,SANDWICH,UNKNOWN,IN-STORE,20.00,4.00,5,GOOD,2023-05-13
TXN_7550498,JUICE,UNKNOWN,IN-STORE,15.00,3.00,5,GOOD,NULL
TXN_2305908,COFFEE,CASH,UNKNOWN,6.00,2.00,3,GOOD,2023-04-25
TXN_7557340,TEA,CREDIT CARD,IN-STORE,7.50,1.50,5,GOOD,2023-12-11
TXN_1157817,SMOOTHIE,DIGITAL WALLET,IN-STORE,4.00,4.00,1,GOOD,2023-04-25
TXN_2020318,TEA,DIGITAL WALLET,IN-STORE,4.50,1.50,3,GOOD,2023-10-12
TXN_8692094,COFFEE,UNKNOWN,TAKEAWAY,10.00,2.00,5,GOOD,2023-08-30
TXN_5307411,CAKE,DIGITAL WALLET,TAKEAWAY,9.00,3.00,3,GOOD,2023-10-21
TXN_9703120,COFFEE,CREDIT CARD,UNKNOWN,6.00,2.00,3,GOOD,2023-11-02
TXN_1289133,JUICE,CASH,UNKNOWN,3.00,3.00,1,GOOD,2023-09-19
TXN_2031459,CAKE,CASH,TAKEAWAY,9.00,3.00,3,GOOD,2023-07-04
TXN_1333682,SMOOTHIE,DIGITAL WALLET,UNKNOWN,4.00,4.00,1,GOOD,2023-01-28
TXN_2256622,COOKIE,CASH,IN-STORE,2.00,1.00,2,GOOD,2023-10-04
TXN_1623966,TEA,CASH,TAKEAWAY,3.00,1.50,2,GOOD,NULL
TXN_4912930,SMOOTHIE,CREDIT CARD,IN-STORE,12.00,4.00,3,GOOD,2023-02-26
TXN_4942692,COFFEE,UNKNOWN,TAKEAWAY,4.00,2.00,2,GOOD,2023-01-15
TXN_3723007,TEA,DIGITAL WALLET,IN-STORE,4.50,1.50,3,GOOD,2023-05-18
TXN_7922392,SANDWICH,UNKNOWN,UNKNOWN,12.00,4.00,3,GOOD,2023-05-03
TXN_7498727,SALAD,CASH,UNKNOWN,15.00,5.00,3,GOOD,2023-11-06
TXN_1222338,COOKIE,UNKNOWN,IN-STORE,1.00,1.00,1,GOOD,2023-10-11
TXN_6878866,SMOOTHIE,CREDIT CARD,UNKNOWN,12.00,4.00,3,GOOD,2023-02-25
TXN_1260335,COOKIE,DIGITAL WALLET,IN-STORE,4.00,1.00,4,GOOD,NULL
